station,station_name,lat,lon,day,doy,high,low,precip,snow
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/24/04 12:00 AM,206,75,58,0.01,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/24/04 12:00 AM,206,77,61,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/25/04 12:00 AM,207,68,53,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/25/04 12:00 AM,207,70,50,0.02,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/25/04 12:00 AM,207,71,49,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/25/04 12:00 AM,207,73,51,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/25/04 12:00 AM,207,71,49,0.07,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/25/04 12:00 AM,207,74,50,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/25/04 12:00 AM,207,66,55,0.09,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/25/04 12:00 AM,207,67,52,0.09,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/25/04 12:00 AM,207,68,57,0.09,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/26/04 12:00 AM,208,77,51,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/26/04 12:00 AM,208,76,55,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/26/04 12:00 AM,208,74,54,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/26/04 12:00 AM,208,75,50,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/26/04 12:00 AM,208,74,52,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/26/04 12:00 AM,208,76,52,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/26/04 12:00 AM,208,76,53,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/26/04 12:00 AM,208,76,52,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/26/04 12:00 AM,208,76,50,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/27/04 12:00 AM,209,78,52,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/27/04 12:00 AM,209,76,52,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/27/04 12:00 AM,209,77,53,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/27/04 12:00 AM,209,77,53,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/27/04 12:00 AM,209,77,52,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/27/04 12:00 AM,209,77,52,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/27/04 12:00 AM,209,78,51,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/27/04 12:00 AM,209,77,53,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/27/04 12:00 AM,209,77,52,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/28/04 12:00 AM,210,78,56,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/28/04 12:00 AM,210,78,56,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/28/04 12:00 AM,210,79,58,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/28/04 12:00 AM,210,79,54,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/28/04 12:00 AM,210,78,56,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/28/04 12:00 AM,210,80,54,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/28/04 12:00 AM,210,80,59,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/28/04 12:00 AM,210,79,55,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/28/04 12:00 AM,210,79,56,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/29/04 12:00 AM,211,81,62,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/29/04 12:00 AM,211,79,61,0.15,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/29/04 12:00 AM,211,80,61,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/29/04 12:00 AM,211,81,60,0.12,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/29/04 12:00 AM,211,77,57,0.14,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/29/04 12:00 AM,211,79,60,0.19,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/29/04 12:00 AM,211,81,61,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/29/04 12:00 AM,211,79,60,0.24,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/29/04 12:00 AM,211,80,59,0.16,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/30/04 12:00 AM,212,78,62,0.05,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/30/04 12:00 AM,212,81,63,0.07,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/30/04 12:00 AM,212,79,58,0.12,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/30/04 12:00 AM,212,80,63,0.32,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/30/04 12:00 AM,212,80,61,0.04,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/30/04 12:00 AM,212,81,56,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/30/04 12:00 AM,212,82,58,0.01,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/30/04 12:00 AM,212,80,57,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/30/04 12:00 AM,212,80,59,0.11,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,7/31/04 12:00 AM,213,76,60,0.08,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,7/31/04 12:00 AM,213,76,62,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,7/31/04 12:00 AM,213,78,57,0.16,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,7/31/04 12:00 AM,213,79,56,0.04,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,7/31/04 12:00 AM,213,78,55,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,7/31/04 12:00 AM,213,78,54,0.22,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,7/31/04 12:00 AM,213,79,61,0.06,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,7/31/04 12:00 AM,213,79,59,0.12,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,7/31/04 12:00 AM,213,80,56,0.03,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/1/04 12:00 AM,214,86,59,0.26,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/1/04 12:00 AM,214,85,63,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/1/04 12:00 AM,214,84,59,0.25,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/1/04 12:00 AM,214,82,62,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/1/04 12:00 AM,214,85,61,0.06,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/1/04 12:00 AM,214,81,59,0.02,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/1/04 12:00 AM,214,86,60,0.46,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/1/04 12:00 AM,214,85,62,0.03,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/1/04 12:00 AM,214,82,58,0.3,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/2/04 12:00 AM,215,83,66,0.37,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/2/04 12:00 AM,215,83,65,0.25,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/2/04 12:00 AM,215,85,65,0.04,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/2/04 12:00 AM,215,84,64,0.46,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/2/04 12:00 AM,215,83,64,0.03,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/2/04 12:00 AM,215,85,67,0.21,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/2/04 12:00 AM,215,84,69,0.09,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/2/04 12:00 AM,215,83,66,0.52,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/2/04 12:00 AM,215,82,65,0.43,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/3/04 12:00 AM,216,88,69,0.06,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/3/04 12:00 AM,216,84,66,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/3/04 12:00 AM,216,84,66,0.36,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/3/04 12:00 AM,216,85,67,0.36,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/3/04 12:00 AM,216,86,67,0.01,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/3/04 12:00 AM,216,86,66,0.45,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/3/04 12:00 AM,216,87,71,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/3/04 12:00 AM,216,84,69,0.33,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/3/04 12:00 AM,216,85,65,0.4,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/4/04 12:00 AM,217,91,67,2.09,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/4/04 12:00 AM,217,91,67,1.21,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/4/04 12:00 AM,217,84,66,0.93,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/4/04 12:00 AM,217,87,67,1.13,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/4/04 12:00 AM,217,87,67,1.48,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/4/04 12:00 AM,217,87,66,1.03,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/4/04 12:00 AM,217,91,68,1.58,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/4/04 12:00 AM,217,81,66,1.03,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/4/04 12:00 AM,217,80,63,0.58,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/5/04 12:00 AM,218,78,58,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/5/04 12:00 AM,218,76,58,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/5/04 12:00 AM,218,77,58,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/5/04 12:00 AM,218,78,56,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/5/04 12:00 AM,218,75,55,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/5/04 12:00 AM,218,76,55,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/5/04 12:00 AM,218,78,59,0.07,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/5/04 12:00 AM,218,76,57,0.01,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/5/04 12:00 AM,218,77,61,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/6/04 12:00 AM,219,74,50,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/6/04 12:00 AM,219,74,49,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/6/04 12:00 AM,219,75,52,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/6/04 12:00 AM,219,73,49,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/6/04 12:00 AM,219,76,52,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/6/04 12:00 AM,219,73,50,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/6/04 12:00 AM,219,76,51,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/6/04 12:00 AM,219,78,55,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/6/04 12:00 AM,219,75,50,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/7/04 12:00 AM,220,76,51,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/7/04 12:00 AM,220,77,53,0.01,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/7/04 12:00 AM,220,75,54,0.04,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/7/04 12:00 AM,220,76,55,0.03,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/7/04 12:00 AM,220,76,55,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/7/04 12:00 AM,220,75,53,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/7/04 12:00 AM,220,75,52,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/7/04 12:00 AM,220,76,52,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/7/04 12:00 AM,220,76,55,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/8/04 12:00 AM,221,79,60,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/8/04 12:00 AM,221,79,61,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/8/04 12:00 AM,221,76,59,0.02,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/8/04 12:00 AM,221,77,56,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/8/04 12:00 AM,221,75,55,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/8/04 12:00 AM,221,75,56,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/8/04 12:00 AM,221,77,57,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/8/04 12:00 AM,221,79,58,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/8/04 12:00 AM,221,77,59,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/9/04 12:00 AM,222,81,62,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/9/04 12:00 AM,222,81,61,0.06,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/9/04 12:00 AM,222,82,61,0.03,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/9/04 12:00 AM,222,83,60,0.02,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/9/04 12:00 AM,222,81,61,0.27,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/9/04 12:00 AM,222,80,59,0.15,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/9/04 12:00 AM,222,83,59,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/9/04 12:00 AM,222,82,62,0.02,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/9/04 12:00 AM,222,81,61,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/10/04 12:00 AM,223,83,55,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/10/04 12:00 AM,223,72,53,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/10/04 12:00 AM,223,77,56,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/10/04 12:00 AM,223,80,53,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/10/04 12:00 AM,223,79,52,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/10/04 12:00 AM,223,81,56,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/10/04 12:00 AM,223,76,53,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/10/04 12:00 AM,223,72,54,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/10/04 12:00 AM,223,76,56,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/11/04 12:00 AM,224,70,50,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/11/04 12:00 AM,224,71,50,0.07,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/11/04 12:00 AM,224,67,50,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/11/04 12:00 AM,224,61,49,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/11/04 12:00 AM,224,68,47,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/11/04 12:00 AM,224,62,45,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/11/04 12:00 AM,224,65,47,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/11/04 12:00 AM,224,68,49,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/11/04 12:00 AM,224,63,48,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/12/04 12:00 AM,225,64,47,0.02,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/12/04 12:00 AM,225,64,46,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/12/04 12:00 AM,225,64,49,0.02,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/12/04 12:00 AM,225,62,49,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/12/04 12:00 AM,225,62,47,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/12/04 12:00 AM,225,65,49,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/12/04 12:00 AM,225,64,46,0.02,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/12/04 12:00 AM,225,64,47,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/12/04 12:00 AM,225,60,48,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/13/04 12:00 AM,226,67,46,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/13/04 12:00 AM,226,68,47,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/13/04 12:00 AM,226,67,49,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/13/04 12:00 AM,226,69,49,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/13/04 12:00 AM,226,68,46,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/13/04 12:00 AM,226,68,47,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/13/04 12:00 AM,226,68,49,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/13/04 12:00 AM,226,67,47,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/13/04 12:00 AM,226,68,46,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/14/04 12:00 AM,227,70,45,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/14/04 12:00 AM,227,71,46,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/14/04 12:00 AM,227,72,51,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/14/04 12:00 AM,227,70,46,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/14/04 12:00 AM,227,71,51,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/14/04 12:00 AM,227,70,43,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/14/04 12:00 AM,227,70,45,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/14/04 12:00 AM,227,72,49,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/14/04 12:00 AM,227,71,44,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/15/04 12:00 AM,228,73,46,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/15/04 12:00 AM,228,74,49,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/15/04 12:00 AM,228,74,47,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/15/04 12:00 AM,228,74,47,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/15/04 12:00 AM,228,73,45,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/15/04 12:00 AM,228,72,46,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/15/04 12:00 AM,228,73,48,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/15/04 12:00 AM,228,73,45,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/15/04 12:00 AM,228,74,47,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/16/04 12:00 AM,229,75,53,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/16/04 12:00 AM,229,74,49,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/16/04 12:00 AM,229,75,51,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/16/04 12:00 AM,229,75,51,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/16/04 12:00 AM,229,76,50,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/16/04 12:00 AM,229,75,48,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/16/04 12:00 AM,229,75,50,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/16/04 12:00 AM,229,75,51,0.01,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/16/04 12:00 AM,229,74,52,0.05,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/17/04 12:00 AM,230,80,58,0.03,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/17/04 12:00 AM,230,79,58,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/17/04 12:00 AM,230,81,57,0.15,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/17/04 12:00 AM,230,72,56,0.27,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/17/04 12:00 AM,230,77,55,0.27,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/17/04 12:00 AM,230,80,58,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/17/04 12:00 AM,230,80,57,0.08,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/17/04 12:00 AM,230,77,58,0.55,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/17/04 12:00 AM,230,75,57,0.64,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/18/04 12:00 AM,231,77,59,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/18/04 12:00 AM,231,81,62,0.18,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/18/04 12:00 AM,231,79,58,0.11,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/18/04 12:00 AM,231,79,59,0.02,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/18/04 12:00 AM,231,79,61,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/18/04 12:00 AM,231,78,61,0.02,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/18/04 12:00 AM,231,77,56,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/18/04 12:00 AM,231,80,61,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/18/04 12:00 AM,231,79,62,0.17,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/19/04 12:00 AM,232,77,43,0.12,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,8/19/04 12:00 AM,232,75,46,0.25,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,8/19/04 12:00 AM,232,73,49,0.19,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/19/04 12:00 AM,232,84,51,0.35,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/19/04 12:00 AM,232,84,49,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/19/04 12:00 AM,232,76,44,0.19,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,8/19/04 12:00 AM,232,77,43,0.09,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/19/04 12:00 AM,232,79,43,0.06,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,8/19/04 12:00 AM,232,81,54,0.8,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,8/20/04 12:00 AM,233,67,50,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,8/20/04 12:00 AM,233,67,51,0.04,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,8/20/04 12:00 AM,233,68,46,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,8/20/04 12:00 AM,233,70,46,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,8/20/04 12:00 AM,233,68,46,0,0
