Basin,site_uid,decision,decided_by,note,auto_method,reason,station_name,site_type,selection_mode,basin0_km2,basin1_km2,basin2_km2,basin3_km2,n_corroborations,corroborated_by,vaa_totda_km2,reach_name,reach_da_km2,alt_name,alt_da_km2,alt_dist_m,snap_dist_m,comid_agree
475,USGS:434425090462401,,,,basin1,d8_disagrees,"DISCOVERY FARMS-JERSEY WATERWAY 6 AT CASHTON, WI",stream,auto,,5.297042080592606,5.297042080592606,2.6417223391879605,0,,5.2956,West Fork Kickapoo River,5.2956, ,1.7361,1448.1291376132915,123.29,True
476,USGS:435414087471400,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY NUMBER 3 NR CLEVELAND, WI",field,auto,,5.641927676503893,5.641927676503893,2.0145402466422535,0,,5.642,Centerville Creek,5.642, ,0.858,1544.2111638762672,121.87,True
477,USGS:435441087463900,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY NUMBER 1 NR CLEVELAND, WI",field,auto,,5.641927676503893,5.641927676503893,2.944450799447882,0,,5.642,Centerville Creek,5.642, ,7.763,1381.8318423487683,242.18,True
478,USGS:435857089325301,,,,basin1,"d8_disagrees, not_contained","PLEASANT LAKE NEAR WESTFIELD, WI",lake,auto,,38.143116024523444,43.38339897519785,13.30122286820763,0,,38.15,Chaffee Creek,38.15,Tagatz Creek,43.378,1009.1263287761797,731.52,False
479,USGS:441257089071500,,,,basin1,"d8_disagrees, not_contained","LONG LAKE NEAR SAXEVILLE, WI",lake,auto,,7.131519789671811,37.770515406989716,2.9292143112158415,0,,7.127, ,7.127,,,,2316.77,False
480,USGS:441453087575701,,,,basin1,d8_disagrees,"GLRI WATERWAY NUMBER 6 NR MORRISON, WI",field,auto,,26.5199370472175,26.5199370472175,14.016842480504405,0,,26.525, ,26.525,Mud Creek,28.122,2477.900420414772,483.85,True
481,USGS:441546088082001,,,,basin1,d8_disagrees,"GLRI EAST RIVER WATERWAY NUMBER 2 NR GREENLEAF, WI",field,auto,,6.914119649305505,6.914119649305505,20.6525077572807,0,,6.91, ,6.91, ,3.367,1747.2394756402687,289.6,True
482,USGS:441605088115703,,,,basin1,d8_disagrees,"TRT WETLAND TWO OUTLET NR KAUKAUNA, WI",field,auto,,1.0681459401122007,1.0681459401122007,0.4620825488297081,0,,1.068, ,1.068, ,1.204,783.5137627255318,76.7,True
483,USGS:442114088085701,,,,basin1,d8_disagrees,"GLRI WATERWAY NUMBER 5 NR WRIGHTSTOWN, WI",field,auto,,134.32432179406405,134.32432179406405,62.5049533099723,0,,134.326,Apple Creek,134.326, ,2.297,2378.386428938689,162.13,True
484,USGS:442405087414401,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY KD1 NEAR KEWAUNEE, WI",field,auto,,8.217744742021672,8.217744742021672,3.841382575028552,0,,8.213, ,8.213, ,3.029,1587.7151646155664,363.42,True
485,USGS:442944087354100,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY SITE NO. 1 NR KEWAUNEE,WI",field,auto,,0.9395487482097591,0.9395487482097591,0.4603500933586934,0,,0.939, ,0.939, ,0.728,1944.3907183169251,328.1,True
486,USGS:443012087362500,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY SITE NO. 3 NR KEWAUNEE,WI",field,auto,,5.172081177324292,5.172081177324292,9.671406052046022,0,,5.171, ,5.171, ,0.939,1364.6753235508295,492.62,True
487,USGS:445322088281801,,,,basin1,not_contained,"BERRY LAKE NEAR SHAWANO, WI",lake,auto,,2.467746560685071,65.73196641744394,3.200790210134489,1,basin3,2.464, ,2.464,,,,2275.09,False
488,USGS:445512084415301,,,,basin1,not_contained,"OTSEGO LAKE NEAR GAYLORD, MI",lake,auto,,7.791300081013994,105.40532250575056,,0,,7.794,North Branch Au Sable River,7.794,,,,3265.65,False
489,USGS:445537090022401,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY MT2 NEAR EDGAR, WI",field,auto,,15.567995854887364,15.567995854887364,8.984262923955352,0,,15.57,Fenwood Creek,15.57, ,1.2834,1370.9922941764391,584.17,True
490,USGS:450157090060701,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY MT1 NEAR ATHENS, WI",field,auto,,1.0969413484960069,2.8826876081576667,1.6723498710342406,0,,1.0998, ,1.0998, ,1.6074,1508.6916826553088,305.43,False
491,USGS:450437092181901,,,,basin1,d8_disagrees,"DISCOVERY FARMS-WILLOW WATERWAY 3 NEAR EMERALD, WI",field,auto,,3.555300287466141,3.555300287466141,1.9752055150464578,0,,3.5622, ,3.5622, ,1.1754,1144.6524236822797,589.47,True
492,USGS:451207089041801,,,,basin1,d8_disagrees,"DISCOVERY FARMS WATERWAY AO2 NEAR ANTIGO, WI",field,auto,,3.018168164785593,3.018168164785593,1.2127784477916639,0,,3.0186,Spring Brook,3.0186, ,3.1752,524.4541547212992,143.44,True
493,USGS:460930090035900,,,,basin1,d8_disagrees,"MERCER LAKE AT MERCER, WI",lake,auto,,18.666382256946854,18.666382256946854,51.53317906537286,0,,18.666, ,18.666, ,13.113,1243.9892633061095,461.45,True
494,USGS:461231091524900,,,,basin1,"d8_disagrees, not_contained","WHITEFISH (BARDON) LAKE NEAR GORDON, WI",lake,auto,,34.12521326892333,723.4988290383476,18.16529885455345,0,,34.1244,Bergen Creek,34.1244,,,,3520.84,False
495,USGS:461507096465600,,,,basin1,d8_disagrees,"SOUTH BRANCH ANTELOPE CREEK TRIB NR FARMINGTON, ND",stream,auto,,31.549039658708203,31.549039658708203,15.935324874735565,0,,31.5468, ,31.5468, ,5.4621,841.8453580944162,1.19,True
496,USGS:461526096481100,,,,basin1,d8_disagrees,"SOUTH BRANCH ANTELOPE CR NR FAIRVIEW JUNCTION, ND",stream,auto,,200.69537971195666,200.69537971195666,116.77805322220632,0,,200.7162,South Branch Antelope Creek,200.7162, ,5.4621,628.8711783023784,10.48,True
497,USGS:461539096403100,,,,basin1,d8_disagrees,"WILD RICE BREAKOUT ON HWY 13 NEAR WAHPETON, ND",stream,auto,,35.43057472568725,35.43057472568725,11.901653680285865,0,,35.4294, ,35.4294, ,19.89,998.9726876072095,14.99,True
498,USGS:461542096385300,,,,basin1,d8_disagrees,"RED RIVER BREAKOUT ON HWY 13 NEAR WAHPETON, ND",stream,auto,,19.871204983810472,19.871204983810472,9.669818260105087,0,,19.89, ,19.89, ,8.4168,137.9573061128738,9.12,True
499,USGS:461656096430500,,,,basin1,d8_disagrees,"ANTELOPE CREEK TRIBUTARY NEAR DWIGHT, ND",stream,auto,,10.806728407729178,10.806728407729178,6.992850576781294,0,,10.8099, ,10.8099, ,3.8322,1899.3481925450349,8.24,True
500,USGS:462841097295101,,,,basin1,"area_vs_vaa, d8_disagrees","Tile Drain 1 nr Venlo, ND",tile_outlet,auto,,1665.74653354545,1665.74653354545,12493.99092559919,0,,10875.7773,Sheyenne River,10875.7773,,,,133.19,True
501,USGS:464114097260900,,,,basin1,"area_vs_vaa, d8_disagrees","DISCOVERY FARMS WATERWAY SITE 3 NEAR EMBDEN, ND",stream,auto,,1193.7110935947956,1193.7110935947956,2436.383160386047,0,,2300.0643,Maple River,2300.0643, ,9.9495,1612.030698456003,703.98,True
502,USGS:464115097254700,,,,basin1,"area_vs_vaa, d8_disagrees","DISCOVERY FARMS WATERWAY SITE 2 NEAR EMBDEN, ND",stream,auto,,1193.7110935947956,1317.067966670166,2437.56430509163,0,,2300.0643,Maple River,2300.0643, ,107.271,1284.4369798702076,754.41,False
503,USGS:464115097255000,,,,basin1,"area_vs_vaa, d8_disagrees","DISCOVERY FARMS WATERWAY SITE 1 NEAR EMBDEN, ND",stream,auto,,1193.7110935947956,1317.067966670166,2437.56430509163,0,,2300.0643,Maple River,2300.0643, ,107.271,1292.9888720725087,735.23,False
504,USGS:464907097015500,,,,basin1,d8_disagrees,"DRAIN 14 AT 41ST SE SOUTH OF MAPLETON, ND",stream,auto,,149.4957682306694,149.4957682306694,76.2833229735327,0,,149.5413, ,149.5413, ,2.6064,806.4544468259138,11.07,True
505,USGS:465004096473000,,,,basin1,area_vs_vaa,"RED RIVER FLOOD GAGE 3 AT FARGO, ND",stream,auto,,18742.1292778889,18742.1292778889,17385.79393412235,1,basin3,28372.0968,Red River of the North,28372.0968, ,6.0075,1918.734552711937,18.93,True
506,USGS:465130091060701,,,,basin1,d8_disagrees,"LAKE SUPERIOR AT SISKIWIT HARBOR AT CORNUCOPIA, WI",lake,auto,,72.38328508060859,72.38328508060859,36.08669657080108,0,,72.378,Siskiwit River,72.378, ,0.0657,143.942315790904,7.43,True
507,USGS:465234097045600,,,,basin1,"area_vs_vaa, d8_disagrees","MAPLE RIVER AT STATE ROUTE 10 NR MAPLETON, ND",stream,auto,,2397.847994445543,2397.847994445543,3773.5613528164267,0,,3685.8555,Maple River,3685.8555, ,2.0133,1117.7294143980182,1.58,True
508,USGS:465240096465000,,,,basin1,area_vs_vaa,"RED RIVER FLOOD GAGE 4 AT FARGO, ND",stream,auto,,18768.33051478698,18768.33051478698,17434.224330378565,1,basin3,28398.2868,Red River of the North,28398.2868, ,62.8308,2593.112573278532,28.91,True
509,USGS:465414096462600,,,,basin1,area_vs_vaa,"RED RIVER FLOOD GAGE 5 AT FARGO, ND",stream,auto,,18768.33051478698,18768.33051478698,17446.727818187406,1,basin3,28398.2868,Red River of the North,28398.2868, ,62.8308,1085.6975871699285,2.87,True
510,USGS:465511097363300,,,,basin1,"area_vs_vaa, d8_disagrees","MAPLE RIVER AT COUNTY ROAD 10 NR BUFFALO, ND",stream,auto,,19.825718311760514,19.825718311760514,9.111800945282065,0,,925.9515,Maple River,925.9515, ,4.1742,1124.3620950777015,15.73,True
511,IWQIS:WQP0002,,,,basin1,,WQP0002,stream,auto,,8144.878640644559,8174.536441889513,8143.591673692217,2,"basin3,basin2",8144.8983,Iowa River,8144.8983, ,1.6182,1711.2768907202417,469.15,False
512,IWQIS:WQP0006,,,,basin1,,Saturated Waterway 1 at Reinbeck,saturated_waterway,auto,,5.0770471661704155,5.0770471661704155,3.3392782526290707,1,basin3,5.076, ,5.076, ,3.4434,1159.5604791754834,227.03,True
513,IWQIS:WQP0007,,,,basin1,,Saturated Waterway 2 at Reinbeck,saturated_waterway,auto,,5.0770471661704155,5.0770471661704155,3.3392782526290707,1,basin3,5.076, ,5.076, ,3.4434,1287.3594458985467,91.07,True
514,IWQIS:WQP0008,,,,basin1,,Alleman Creek at Alleman (Saturated Buffer 1),saturated_buffer,auto,,22.106499229706113,22.106499229706113,19.851979219584997,1,basin3,22.1166,Alleman Creek,22.1166, ,2.7648,1631.836941926737,20.83,True
515,IWQIS:WQP0010,,,,basin1,,Iowa River at Marshalltown (WQP10 IRM),stream,auto,,3970.1534871427334,3970.1534871427334,4048.2526958069025,1,basin3,3970.1574,Iowa River,3970.1574, ,2.8809,2690.7278029611653,97.31,True
516,IWQIS:WQP0012,,,,basin1,,Des Moines River at Granger (WQP12 DMRG),stream,auto,,14765.62023134092,14765.62023134092,15106.454600641631,1,basin3,14765.6232,Des Moines River,14765.6232, ,1.116,1096.3202055662139,171.18,True
517,IWQIS:WQP0013,,,,basin1,,Des Moines River at Des Moines (Saylorville 2 Downstream),stream,auto,,15153.11642651447,15153.11642651447,15432.415372894226,1,basin3,15153.1218,Des Moines River,15153.1218, ,0.8586,1202.4209877419596,84.11,True
518,IWQIS:WQP0014,,,,basin1,,In-Field Research Project at Walcott (WQP 14),field,auto,,4.928450664185293,4.928450664185293,3.8561656374196813,1,basin3,4.9284, ,4.9284, ,0.9603,1618.6920290599264,14.1,True
519,IWQIS:WQS0001,,,,basin1,,Iowa River at Iowa City (1IAIC),stream,auto,,8144.878640644559,8144.878640644559,8143.591673692217,1,basin3,8144.8983,Iowa River,8144.8983, ,1.6182,1749.0917955942946,19.26,True
520,IWQIS:WQS0002,,,,basin1,,Clear Creek at Coralville (2CCC),stream,auto,,257.6399054606536,257.6399054606536,254.02395657724895,1,basin3,257.6403,Clear Creek,257.6403, ,0.3843,2111.3289460634937,35.07,True
521,IWQIS:WQS0003,,,,basin1,,Clear Creek at Oxford (3CCO),stream,auto,,165.39176707881194,165.39176707881194,161.4149824754729,1,basin3,165.3867,Clear Creek,165.3867, ,2.5497,1932.5760925385032,41.83,True
522,IWQIS:WQS0004,,,,basin1,,Clear Creek at Homestead (4CCH),stream,auto,,22.191057352580174,22.191057352580174,22.79612015016644,1,basin3,22.1895, ,22.1895, ,4.0419,1523.41671648164,1.47,True
523,IWQIS:WQS0005,,,,basin1,,English River at Kalona (5ENGK),stream,auto,,1488.1195411520846,1488.1195411520846,1504.9193273144201,1,basin3,1488.1356,English River,1488.1356, ,2.1915,942.0414999017529,42.9,True
524,IWQIS:WQS0006,,,,basin1,,Iowa River at Lone Tree (6IALT),stream,auto,,11098.341493511347,11098.341493511347,11122.50372001507,1,basin3,11098.3707,Iowa River,11098.3707, ,4.6908,1338.7116853993066,87.47,True
525,IWQIS:WQS0007,,,,basin1,,Cedar River at Conesville (7CRC),stream,auto,,20156.56377846325,20156.56377846325,20030.609690582613,1,basin3,20156.6295,Cedar River,20156.6295,Pike Creek,17.9919,1279.8998451165999,109.29,True
526,IWQIS:WQS0008,,,,basin1,,Slough Creek at Orchard (8SCCREP),wetland_outflow,auto,,18.943420773076713,18.943420773076713,14.731619754082887,1,basin3,18.945,Slough Creek,18.945, ,2.1186,1494.519545502348,1.18,True
527,IWQIS:WQS0009,,,,basin1,,Otter Creek at Elgin (9OCE),stream,auto,,121.21166224060525,121.21166224060525,118.51983125790268,1,basin3,121.2048,Otter Creek,121.2048,Mill Race,0.1665,677.7776701875696,5.0,True
528,IWQIS:WQS0010,,,,basin1,,Skunk River at Augusta (10SRA),stream,auto,,11165.294967178093,11165.294967178093,11229.55684168422,1,basin3,11165.2695,Skunk River,11165.2695, ,1.242,1481.694302345756,33.66,True
529,IWQIS:WQS0011,,,,basin1,,Clear Creek at Homestead (11CCSAC),stream,auto,,26.49602189413637,26.49602189413637,28.5511402470692,1,basin3,26.4978, ,26.4978, ,3.9303,274.6119719308625,4.02,True
530,IWQIS:WQS0012,,,,basin1,,Slough Creek at Orchard (12SCO),wetland_outflow,auto,,10.028345453730358,18.943420773076713,9.402247846124357,1,basin3,10.0287,Slough Creek,10.0287, ,1.8774,138.65251623373672,138.65,False
531,IWQIS:WQS0013,,,,basin1,,Beaver Creek at Bassett (13BCB),stream,auto,,44.91309768612366,44.91309768612366,42.84727114403085,1,basin3,44.9046,Beaver Creek,44.9046, ,1.4823,710.8257659232992,30.53,True
532,IWQIS:WQS0014,,,,basin1,,Beaver Creek at Colwell (14BCC),stream,auto,,21.971707787131574,21.971707787131574,15.843489790766613,1,basin3,21.9726,Beaver Creek,21.9726, ,1.458,675.672842655156,11.52,True
533,IWQIS:WQS0015,,,,basin1,,Otter Creek at Elgin (15OCEH),stream,auto,,68.37203213194319,68.37203213194319,72.39329278991586,1,basin3,68.3694,Otter Creek,68.3694, ,2.6523,1311.5043635118595,33.22,True
534,IWQIS:WQS0016,,,,basin1,,Otter Creek at West Union (16OCWU),stream,auto,,42.112337660254994,42.112337660254994,36.829452026348,1,basin3,42.1128,Otter Creek,42.1128, ,1.2249,284.8277209350471,8.94,True
535,IWQIS:WQS0017,,,,basin1,,Brockamp Creek at Fort Atkinson (17BCFA),stream,auto,,22.776764362765793,22.776764362765793,23.213806411679123,1,basin3,22.7772, ,22.7772, ,1.3302,465.78079117329906,24.94,True
536,IWQIS:WQS0018,,,,basin1,,Roberts Creek at Elkader (18RCE),stream,auto,,300.8892001745282,300.8892001745282,302.92804862480756,1,basin3,300.8979,Roberts Creek,300.8979, ,0.7929,1972.04694013464,6.3,True
537,IWQIS:WQS0019,,,,basin1,,South Chequest Creek at Douds (19SCCD),stream,auto,,81.24669058233773,81.24669058233773,79.7473088483811,1,basin3,81.2475, ,81.2475, ,0.8946,1204.204792706715,8.2,True
538,IWQIS:WQS0020,,,,basin1,,Mississippi River Pool 16 at Fairport (20MRF),stream,auto,,256075.42443547092,256075.42443547092,258426.3138889668,1,basin3,256075.5843,Mississippi River,256075.5843, ,0.0576,1418.4072988692365,434.37,True
539,IWQIS:WQS0023,,,,basin1,,Wapsipinicon River at De Witt (23WRDW),stream,auto,,6091.146231603267,9.376282726163465,6062.245233861126,1,basin3,6091.1082,Wapsipinicon River,6091.1082, ,1.4355,1093.0914842325906,496.57,False
540,IWQIS:WQS0024,,,,basin1,,South Fork Iowa River at New Providence (24SFINP),stream,auto,,582.6503836355292,582.6503836355292,616.9366620903405,1,basin3,582.66,South Fork Iowa River,582.66, ,2.3562,601.2991554674965,3.87,True
541,IWQIS:WQS0025,,,,basin1,,Catfish Creek at Dubuque (25CFCD1),stream,auto,,107.01970503147187,107.01970503147187,143.4022515336714,1,basin3,107.0208,Catfish Creek,107.0208, ,1.1187,874.3331177053524,10.79,True
542,IWQIS:WQS0027,,,,basin1,,Lime Creek at Brandon (27LCB),stream,auto,,106.13634401628956,106.13634401628956,103.21473792331145,1,basin3,106.1316,Lime Creek,106.1316, ,0.9801,645.6802482284877,14.0,True
543,IWQIS:WQS0032,,,,basin1,,Middle Raccoon River at Panora (32),stream,auto,,1117.102741100411,1117.102741100411,1095.4697304760055,1,basin3,1117.1169,Middle Raccoon River,1117.1169, ,4.9986,1571.3274725924257,18.43,True
544,IWQIS:WQS0033,,,,basin1,,Des Moines River at Keosauqua (33DMRK),stream,auto,,36310.57148616364,36310.57148616364,36608.04649744041,1,basin3,36310.6152,Des Moines River,36310.6152,Bear Creek,2.1114,1970.6525475171336,94.56,True
545,IWQIS:WQS0034,,,,basin1,,Cedar Creek at Batavia (34CCB),stream,auto,,658.1228056140106,658.1228056140106,646.2930894731334,1,basin3,658.1178,Cedar Creek,658.1178, ,1.2915,641.5088901060088,4.7,True
546,IWQIS:WQS0035,,,,basin1,,Miller Creek at La Porte City (35),stream,auto,,133.73229401963874,133.73229401963874,142.37221021155352,1,basin3,133.7283,Miller Creek,133.7283, ,1.359,1631.0137586394358,1.6,True
547,IWQIS:WQS0036,,,,basin1,,Thompson River at Davis City (36TRDC),stream,auto,,1803.22048656008,1803.22048656008,1821.8026861055678,1,basin3,1803.2274,Thompson River,1803.2274, ,1.2825,1314.0307487790062,13.49,True
548,IWQIS:WQS0037,,,,basin1,,East Nishnabotna River at Brayton (37ENRB),stream,auto,,578.2281915540381,573.4910024127445,570.2996801024667,2,"basin3,basin2",578.2392,East Nishnabotna River,578.2392, ,0.828,56.61146527142942,467.85,False
549,IWQIS:WQS0038,,,,basin1,,Ioway Creek at Ames (38ICA),stream,auto,,504.3025603796889,504.3025603796889,487.6461981593474,1,basin3,504.3069,Squaw Creek,504.3069,Clear Creek,28.3086,721.8518373343561,27.52,True
550,IWQIS:WQS0039,,,,basin1,,Boone River at Goldfield (39BRG),stream,auto,,1078.140506483845,1078.140506483845,1100.438840512583,1,basin3,1078.1388,Boone River,1078.1388, ,49.7133,1015.8123032357587,18.77,True
551,IWQIS:WQS0040,,,,basin1,,Boyer River at Logan (40),stream,auto,,2259.508537585308,2259.508537585308,2282.8995364464367,1,basin3,2259.486,Boyer River,2259.486, ,1.1988,938.7232878811584,3.72,True
552,IWQIS:WQS0041,,,,basin1,,Little Sioux River at Turin (41LSRT),stream,auto,,9178.938328773636,35.91868408197964,11299.99126125519,1,basin3,9178.9407,Little Sioux River,9178.9407, ,3.1428,856.6892152608582,23.13,False
553,IWQIS:WQS0042,,,,basin1,,Maple River at Mapleton (42MRM),stream,auto,,1734.6798556281572,1734.6798556281572,1739.7516922785198,1,basin3,1734.6627,Maple River,1734.6627, ,0.6435,354.31758024206187,3.34,True
554,IWQIS:WQS0043,,,,basin1,,Floyd River at James (43FRJ),stream,auto,,2297.377737563385,2297.377737563385,2308.079030753028,1,basin3,2297.3499,Floyd River,2297.3499, ,4.7061,2329.613394454546,25.45,True
555,IWQIS:WQS0044,,,,basin1,,East Nishnabotna River at Riverton (44ENRR),stream,auto,,2868.683963024955,2868.683963024955,2868.169922144795,1,basin3,2868.6924,East Nishnabotna River,2868.6924, ,12.0348,1243.3851936304216,25.03,True
556,IWQIS:WQS0045,,,,basin1,,Des Moines River at Stratford (45DMRS),stream,auto,,14143.384998878855,14143.384998878855,14466.039682150848,1,basin3,14143.3695,Des Moines River,14143.3695, ,0.3384,384.33267747915664,53.29,True
557,IWQIS:WQS0046,,,,basin1,,Walnut Creek at Prairie City (46ARSWC1),stream,auto,,54.720755367815904,54.720755367815904,54.508233232676695,1,basin3,54.72,Walnut Creek,54.72, ,1.611,986.6859613316208,7.82,True
558,IWQIS:WQS0048,,,,basin1,,Tipton Creek at Hubbard (48ARSTC),stream,auto,,198.13130413129934,198.13130413129934,195.49733988148344,1,basin3,198.1467,Tipton Creek,198.1467, ,2.9961,1423.773046313412,1.58,True
559,IWQIS:WQS0049,,,,basin1,,Chequest Creek at Douds (49CCD),stream,auto,,276.0718457250994,276.0718457250994,280.8404524561766,1,basin3,276.0687,Chequest Creek,276.0687, ,0.9612,1737.6394063777605,34.5,True
560,IWQIS:WQS0050,,,,basin1,,West Fork Crooked Creek at Washington (50WFCCW),stream,auto,,246.76622934214436,246.76622934214436,241.80605297799963,1,basin3,246.7692,West Fork Crooked Creek,246.7692, ,1.4742,946.4464966039861,4.51,True
561,IWQIS:WQS0051,,,,basin1,,Beaver Creek at Eldora (51ARSBC),stream,auto,,184.20027562993985,184.20027562993985,165.5443326108131,1,basin3,184.2066,Beaver Creek,184.2066, ,2.151,501.54440530403366,20.84,True
562,IWQIS:WQS0055,,,,basin1,,"Drainage tile, Tipton Creek at Sherman (55ARSTCT)",tile_outlet,auto,,18.332346950614824,18.332346950614824,16.828151914498683,1,basin3,18.3339, ,18.3339, ,13.8384,1609.2794612373489,9.56,True
563,IWQIS:WQS0056,,,,basin1,,"Drainage tile, Tipton Creek at Sherman (56ARSTCT)",tile_outlet,auto,,131.9489338079691,131.9489338079691,127.17527809809269,1,basin3,131.9616,Tipton Creek,131.9616, ,13.8384,1470.105071524266,9.26,True
564,IWQIS:WQS0060,,,,basin1,,Frye Oxbow at Webster City (60FOWC),stream,auto,,205.87541448223885,205.87541448223885,201.730338265904,1,basin3,205.8741,White Fox Creek,205.8741, ,2.8053,1359.663028417695,18.85,True
565,IWQIS:WQS0062,,,,basin1,,Mill Creek at Cherokee (62MCC),stream,auto,,759.764696506353,759.764696506353,762.0158960333009,1,basin3,759.7593,Mill Creek,759.7593, ,1.2285,1297.6691730355076,5.41,True
566,IWQIS:WQS0063,,,,basin1,,Yellow River at Ion (63YRI),stream,auto,,566.7065832503433,566.7065832503433,573.7358271173352,1,basin3,566.7138,Yellow River,566.7138, ,0.9513,1106.9278994889635,19.32,True
567,IWQIS:WQS0064,,,,basin1,,Upper Iowa River at Dorchester (64UIRD),stream,auto,,1988.9615569082412,1988.9615569082412,2293.175393997632,1,basin3,1988.9604,Upper Iowa River,1988.9604, ,1.9818,1439.815322611592,37.12,True
568,IWQIS:WQS0067,,,,basin1,,Rock River at Rock Valley (67RRRV),stream,auto,,4134.027208460163,4134.027208460163,4071.570654704362,1,basin3,4134.0744,Rock River,4134.0744,Rogg Creek,38.7657,982.7989417592395,19.27,True
569,IWQIS:WQS0068,,,,basin1,,Soap Creek at Floris (68SCF),stream,auto,,500.9249612535225,500.9249612535225,513.2576930090343,1,basin3,500.9229,Soap Creek,500.9229, ,1.1673,707.3791468681987,18.4,True
570,IWQIS:WQS0069,,,,basin1,,Wapsipinicon River at Central City (69WRCC),stream,auto,,3319.9045058481465,3319.9045058481465,3330.9243311359296,1,basin3,3319.911,Wapsipinicon River,3319.911, ,3.7917,714.4700328245777,71.04,True
571,IWQIS:WQS0070,,,,basin1,,Wolf Creek at Dysart (70WCD),stream,auto,,794.7094911303703,794.7094911303703,789.6280676443855,1,basin3,794.7225,Wolf Creek,794.7225, ,0.9657,1326.146154550504,13.78,True
572,IWQIS:WQS0071,,,,basin1,,Mud Creek at Vinton (71MCV),stream,auto,,112.73008708947151,108.33536885513416,118.84294929036626,2,"basin3,basin2",112.7331,Mud Creek,112.7331, ,0.4185,457.49448140178816,42.41,False
573,IWQIS:WQS0072,,,,basin1,,North English River at North English (72ERNE),stream,auto,,773.9822280486964,773.9822280486964,780.30833895608,1,basin3,773.9775, ,773.9775, ,1.1565,1196.3546017676672,38.93,True
574,IWQIS:WQS0073,,,,basin1,,Powell Creek at Storm Lake (73PCSL),stream,auto,,34.7896466071623,28.73119307143932,27.34741632540343,1,basin3,34.7859,Powell Creek,34.7859, ,1.0755,8.414445717976967,3.19,False
575,IWQIS:WQS0074,,,,basin1,,Cedar Creek at Pocahontas (74CCP),stream,auto,,141.3557217321178,141.3557217321178,117.46953255393687,1,basin3,141.3666,Cedar Creek,141.3666,Lizard Creek,56.0358,8840.252026285123,1.46,True
576,IWQIS:WQS0075,,,,basin1,,West Nishnabotna River at Harlan (75WNRH),stream,auto,,822.2173383529497,822.2173383529497,820.3749051274756,1,basin3,822.2202,West Nishnabotna River,822.2202, ,1.3752,1446.633100629878,4.52,True
577,IWQIS:WQS0078,,,,basin1,,Hardin Creek at Somers (78HCS),stream,auto,,54.43613173234779,54.43613173234779,56.06945082084475,1,basin3,54.4392,Hardin Creek,54.4392,,,,13.12,True
578,IWQIS:WQS0079,,,,basin1,,Nishnabotna River at Hamburg (79NRH),stream,auto,,7308.480040057256,7308.480040057256,7292.551736112616,1,basin3,7308.5256,Nishnabotna River,7308.5256, ,3.4776,162.42230848266342,41.27,True
579,IWQIS:WQS0080,,,,basin1,,Saturated Buffer at Adair (80SBA),saturated_buffer,auto,,223.53595901691767,223.53595901691767,228.05209799631723,1,basin3,223.5375,Middle River,223.5375, ,0.801,384.23583575784875,89.49,True
580,IWQIS:WQS0081,,,,basin1,,Boone River at Webster City (81BRWC),stream,auto,,2187.4273055889494,2187.4273055889494,2151.8753707869973,1,basin3,2187.414,Boone River,2187.414, ,2.1294,1354.7345663927906,38.42,True
581,IWQIS:WQS0082,,,,basin1,,North Raccoon River at Jefferson (82NRRJ),stream,auto,,4179.237681638744,4179.237681638744,4225.559173656554,1,basin3,4179.2508,North Raccoon River,4179.2508, ,3.4137,1144.6747939871477,7.99,True
582,IWQIS:WQS0083,,,,basin1,,Shell Rock River at Shell Rock (83 SRRSR),stream,auto,,4485.018139584317,4485.018139584317,4386.766023726451,1,basin3,4485.0681,Shell Rock River,4485.0681, ,23.3388,1007.0888025269439,38.66,True
583,IWQIS:WQS0084,,,,basin1,,Cedar River at Janesville (84CRJ),stream,auto,,4337.702892252776,4337.702892252776,4349.2054927661375,1,basin3,4337.6994,Cedar River,4337.6994,Cedar River,4331.6892,433.51012528747293,2.98,True
584,IWQIS:WQS0085,,,,basin1,,WQS0085,stream,auto,,4485.018139584317,4485.018139584317,4386.766023726451,1,basin3,4485.0681,Shell Rock River,4485.0681, ,23.3388,1020.8585971566004,35.57,True
585,IWQIS:WQS0088,,,,basin1,,West Fork Cedar River at Finchford (88 WFCF),stream,auto,,2213.39559021881,2213.39559021881,2220.209946817309,1,basin3,2213.406,West Fork Cedar River,2213.406, ,6.9336,942.4342468044059,49.66,True
586,IWQIS:WQS0090,,,,basin1,,Village Creek at Lansing (90VCL),stream,auto,,158.47776781110736,158.47776781110736,168.24702788142818,1,basin3,158.4765,Village Creek,158.4765, ,1.6308,1356.5185558582093,26.59,True
587,IWQIS:WQS0093,,,,basin1,,Beaver Creek at Johnston (93BCJ),stream,auto,,952.7541636454336,952.7541636454336,973.8760168135029,1,basin3,952.7823,Beaver Creek,952.7823, ,0.6291,609.0203423459026,23.74,True
