Row,uid_a,uid_b,decision,decided_by,note,criterion_version,name_a,name_b,type_a,type_b,cross_type,proposed,sep_m,min_sep_m,max_sep_m,hesitate,comid_a,comid_b,same_comid,on_channel,shared_days,r,median_diff,channels_a,channels_b,agree_a,agree_b,seam
86,USGS:433243092260601,USGS:433243092260604,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR2-1    South Drained Site Transect 2,STR2-3B   South Drained Site Transect 2,well,well,False,complementary,11.4,11.4,11.4,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
87,USGS:433243092260603,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR2-3A   South Drained Site Transect 2,STR2-5    South Drained Site Transect 2,well,well,False,complementary,11.4,11.4,11.4,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
88,USGS:433243092260604,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR2-3B   South Drained Site Transect 2,STR2-5    South Drained Site Transect 2,well,well,False,complementary,11.4,11.4,11.4,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
89,USGS:433531092265304,USGS:433531092265306,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-3B   North Drained Site Transect 3,NTR3-5    North Drained Site Transect 3,well,well,False,complementary,11.48,11.48,11.48,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
90,USGS:433528092265102,USGS:433528092265107,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-2    North Drained Site Transect 2,NTR2-4    North Drained Site Transect 2,well,well,False,complementary,11.49,11.49,11.49,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
91,USGS:433527092265501,USGS:433527092265503,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-1    North Drained Site Transect 1,NTR1-3    North Drained Site Transect 1,well,well,False,complementary,11.5,11.5,11.5,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
92,USGS:433531092265303,USGS:433531092265306,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-3A   North Drained Site Transect 3,NTR3-5    North Drained Site Transect 3,well,well,False,complementary,11.5,11.5,11.5,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
93,USGS:444630095002203,USGS:444630095002208,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-20     Olivia Field Site             0000773085,OT-175    Olivia Field Site             0000773080,well,well,False,complementary,11.53,11.53,11.53,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
94,IWQIS:WQS0003,USGS:05454220,merge,isaac,,prox100-v1,Clear Creek at Oxford (3CCO),"Clear Creek near Oxford, IA",stream,stream,False,complementary,11.67,6.17,18.18,False,11915379,11915379,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,True,True,
95,USGS:433527092265503,USGS:433527092265505,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-3    North Drained Site Transect 1,NTR1-5    North Drained Site Transect 1,well,well,False,complementary,11.78,11.78,11.78,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
96,USGS:433527092265502,USGS:433527092265504,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-2    North Drained Site Transect 1,NTR1-4    North Drained Site Transect 1,well,well,False,complementary,11.81,11.81,11.81,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
97,USGS:444630095002203,USGS:444630095002205,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-20     Olivia Field Site             0000773085,OT-60     Olivia Field Site             0000773083,well,well,False,complementary,12.06,12.06,12.06,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
98,USGS:433243092260602,USGS:433243092260605,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR2-2    South Drained Site Transect 2,STR2-4    South Drained Site Transect 2,well,well,False,complementary,12.29,12.29,12.29,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
99,USGS:433247092260702,USGS:433247092260705,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-2    South Drained Site Transect 1,STR1-4    South Drained Site Transect 1,well,well,False,complementary,12.53,12.53,12.53,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
100,USGS:433527092265501,USGS:433527092265601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-1    North Drained Site Transect 1,NSAD      North Site Agri Drain,well,groundwater,True,complementary,12.54,12.54,12.54,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
101,USGS:433528092265106,USGS:433528092265108,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-3D   North Drained Site Transect 2,NTR2-5    North Drained Site Transect 2,well,well,False,complementary,12.73,12.73,12.73,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
102,USGS:444630095002203,USGS:444630095002207,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-20     Olivia Field Site             0000773085,OT-145    Olivia Field Site             0000773081,well,well,False,complementary,14.07,14.07,14.07,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
103,USGS:450542093105506,USGS:450543093105501,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS2-MW4   TCAAP Site K,OW109U1R  TCAAP Site 01U609R           0000773090,well,well,False,complementary,14.26,14.26,14.26,False,937010716,937010716,True,,,,,water_temp+spec_cond,water_temp,False,False,
104,IWQIS:WQS0023,USGS:05422000,merge,isaac,,prox100-v1,Wapsipinicon River at De Witt (23WRDW),"Wapsipinicon River near De Witt, IA",stream,stream,False,complementary,14.4,3.19,54.85,False,14796117,14796117,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,False,False,
105,IWQIS:WQS0006,USGS:05455700,merge,isaac,,prox100-v1,Iowa River at Lone Tree (6IALT),"Iowa River near Lone Tree, IA",stream,stream,False,complementary,14.5,10.21,19.97,False,11919685,11919685,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,True,True,
106,USGS:433240092260501,USGS:433240092260601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SSAD      South Site Agri Drain,SPR-5     South Drained Site Perimeter,groundwater,well,True,complementary,14.98,14.98,14.98,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
107,USGS:450543093105306,USGS:450543093105501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS1-MW4   TCAAP Site K,OW109U1R  TCAAP Site 01U609R           0000773090,well,well,False,complementary,15.17,15.17,15.17,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
108,USGS:433528092265101,USGS:433528092265107,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-1    North Drained Site Transect 1,NTR2-4    North Drained Site Transect 2,well,well,False,complementary,16.14,16.14,16.14,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
109,USGS:433528092265102,USGS:433528092265108,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-2    North Drained Site Transect 2,NTR2-5    North Drained Site Transect 2,well,well,False,complementary,16.45,16.45,16.45,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
110,USGS:433527092265502,USGS:433527092265601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-2    North Drained Site Transect 1,NSAD      North Site Agri Drain,well,groundwater,True,complementary,16.94,16.94,16.94,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
111,USGS:444630095002203,USGS:444630095002206,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-20     Olivia Field Site             0000773085,OT-105    Olivia Field Site             0000773082,well,well,False,complementary,16.98,16.98,16.98,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
112,USGS:433527092265501,USGS:433527092265504,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-1    North Drained Site Transect 1,NTR1-4    North Drained Site Transect 1,well,well,False,complementary,17.41,17.41,17.41,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
113,USGS:433243092260602,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR2-2    South Drained Site Transect 2,STR2-5    South Drained Site Transect 2,well,well,False,complementary,17.43,17.43,17.43,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
114,USGS:433247092260701,USGS:433247092260705,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-1    South Drained Site Transect 1,STR1-4    South Drained Site Transect 1,well,well,False,complementary,17.47,17.47,17.47,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
115,USGS:433243092260601,USGS:433243092260605,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR2-1    South Drained Site Transect 2,STR2-4    South Drained Site Transect 2,well,well,False,complementary,17.65,17.65,17.65,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
116,USGS:433247092260702,USGS:433247092260706,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-2    South Drained Site Transect 1,STR1-5    South Drained Site Transect 1,well,well,False,complementary,17.66,17.66,17.66,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
117,USGS:433527092265502,USGS:433527092265505,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-2    North Drained Site Transect 1,NTR1-5    North Drained Site Transect 1,well,well,False,complementary,17.68,17.68,17.68,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
118,USGS:450542093105401,USGS:450543093105407,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,GS1-MW8   TCAAP Site K,well,well,False,complementary,18.32,18.32,18.32,False,937010716,937010716,True,,,,,water_temp,water_temp+spec_cond,False,False,
119,USGS:450542093105508,USGS:450543093105501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS2-MW8   TCAAP Site K,OW109U1R  TCAAP Site 01U609R           0000773090,well,well,False,complementary,18.39,18.39,18.39,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
120,USGS:395223086214201,USGS:395223086214203,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"USGS WELL SCHOOL BRANCH SNW AT BROWNSBURG, IN","USGS WELL SCHOOL BRANCH SNE AT BROWNSBURG, IN",well,well,False,complementary,18.54,18.54,18.54,False,18476787,18476787,True,,,,,water_temp,water_temp,True,True,
121,IWQIS:WQS0009,USGS:05411900,merge,isaac,,prox100-v1,Otter Creek at Elgin (9OCE),"Otter Creek at Elgin, IA",stream,stream,False,complementary,18.58,14.3,23.93,False,13311203,13311203,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,True,True,
122,USGS:450543093105301,USGS:450543093105501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OW111U1R  TCAAP Site 01U611R           0000773089,OW109U1R  TCAAP Site 01U609R           0000773090,well,well,False,complementary,19.15,19.15,19.15,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
123,USGS:444630095002205,USGS:444630095002209,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-60     Olivia Field Site             0000773083,OB-7      Olivia Field Site             0000773079,well,well,False,complementary,19.43,19.43,19.43,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
124,USGS:450542093105401,USGS:450543093105306,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,GS1-MW4   TCAAP Site K,well,well,False,complementary,19.78,19.78,19.78,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
125,USGS:450542093105401,USGS:450543093105501,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,OW109U1R  TCAAP Site 01U609R           0000773090,well,well,False,complementary,19.93,19.93,19.93,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
126,USGS:450542093105401,USGS:450542093105506,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,GS2-MW4   TCAAP Site K,well,well,False,complementary,19.98,19.98,19.98,False,937010716,937010716,True,,,,,water_temp,water_temp+spec_cond,False,False,
127,USGS:433528092265101,USGS:433528092265108,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-1    North Drained Site Transect 1,NTR2-5    North Drained Site Transect 2,well,well,False,complementary,21.11,21.11,21.11,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
128,USGS:450542093105401,USGS:450543093105301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,OW111U1R  TCAAP Site 01U611R           0000773089,well,well,False,complementary,21.42,21.42,21.42,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
129,USGS:433527092265503,USGS:433527092265601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-3    North Drained Site Transect 1,NSAD      North Site Agri Drain,well,groundwater,True,complementary,22.17,22.17,22.17,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
130,USGS:444630095002205,USGS:444630095002208,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-60     Olivia Field Site             0000773083,OT-175    Olivia Field Site             0000773080,well,well,False,complementary,22.24,22.24,22.24,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
131,USGS:433531092265301,USGS:433531092265306,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-1    North Drained Site Transect 3,NTR3-5    North Drained Site Transect 3,well,well,False,complementary,22.34,22.34,22.34,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
132,USGS:05429485,USGS:05429500,distinct,isaac,,prox100-v1,"LAKE WAUBESA AT MC FARLAND, WI","YAHARA RIVER AT MC FARLAND, WI",lake,stream,True,complementary,22.52,1.59,63.19,False,13293970,13293970,True,,,,,gage_height,discharge,True,True,
133,USGS:433247092260701,USGS:433247092260706,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR1-1    South Drained Site Transect 1,STR1-5    South Drained Site Transect 1,well,well,False,complementary,22.6,22.6,22.6,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
134,USGS:433243092260601,USGS:433243092260606,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,STR2-1    South Drained Site Transect 2,STR2-5    South Drained Site Transect 2,well,well,False,complementary,22.8,22.8,22.8,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
135,USGS:433527092265501,USGS:433527092265505,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-1    North Drained Site Transect 1,NTR1-5    North Drained Site Transect 1,well,well,False,complementary,23.28,23.28,23.28,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
136,USGS:473425095052302,USGS:473426095052305,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,419C      Bemidji Toxics Research Site,533E      Bemidji Toxics Research Site,well,well,False,complementary,23.5,23.5,23.5,False,22324201,22324201,True,,,,,water_temp,water_temp+spec_cond,True,True,
137,IWQIS:WQS0064,USGS:05388250,merge,isaac,,prox100-v1,Upper Iowa River at Dorchester (64UIRD),"Upper Iowa River near Dorchester, IA",stream,stream,False,complementary,23.81,6.41,63.48,False,13336508,13336508,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge+gage_height,True,True,
138,USGS:413941087331201,USGS:413942087331301,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,37N15E-30.6b1 (GS-1D),37N15E-30.6b2 (GS-2S),well,well,False,complementary,24.26,24.26,24.26,False,3398134,3398134,True,,,,,water_temp+spec_cond,water_temp,False,False,
139,USGS:450542093105401,USGS:450542093105508,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OW108U1R  TCAAP Site 01U608R           0000773092,GS2-MW8   TCAAP Site K,well,well,False,complementary,24.96,24.96,24.96,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
140,IWQIS:WQS0040,USGS:06609500,merge,isaac,,prox100-v1,Boyer River at Logan (40),"Boyer River at Logan, IA",stream,stream,False,complementary,25.01,18.96,31.44,False,17208706,17208706,True,,,,,nitrate+water_temp+turbidity_unknown,discharge,True,True,
141,USGS:444630095002205,USGS:444630095002207,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-60     Olivia Field Site             0000773083,OT-145    Olivia Field Site             0000773081,well,well,False,complementary,25.19,25.19,25.19,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
142,IWQIS:WQS0086,USGS:05484000,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,South Raccoon River at Redfield (86SRRR),"South Raccoon River at Redfield, IA",stream,stream,False,complementary,25.64,19.48,32.13,False,6621006,6621036,False,,,,,water_temp+turbidity_unknown,nitrate+discharge+gage_height+water_temp,True,False,
143,USGS:433527092265601,USGS:433527092265701,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NSAD      North Site Agri Drain,NPR-4     North Drained Site Perimeter,groundwater,well,True,complementary,25.89,25.89,25.89,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
144,USGS:02485600,USGS:02485601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"ROSS BARNETT RESERVOIR NR JACKSON, MS","PEARL RIVER AT ROSS BARNETT RESERVOIR, MS",lake,stream,True,complementary,25.99,1.62,72.96,False,15758240,15758240,True,,,,,gage_height,gage_height,True,True,
145,USGS:07378745,USGS:07378746,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"Alligator Bayou near Kleinpeter, LA","Bayou Manchac at Alligator B. near Kleinpeter, LA",tidal_stream,tidal_stream,False,complementary,26.33,26.03,26.63,False,18991258,18991248,False,,,,,gage_height,gage_height,False,False,
146,USGS:450542093105508,USGS:450543093105407,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS2-MW8   TCAAP Site K,GS1-MW8   TCAAP Site K,well,well,False,complementary,27.15,27.15,27.15,False,937010716,937010716,True,,,,,water_temp,water_temp+spec_cond,False,False,
147,USGS:450542093105506,USGS:450543093105306,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS2-MW4   TCAAP Site K,GS1-MW4   TCAAP Site K,well,well,False,complementary,27.31,27.31,27.31,False,937010716,937010716,True,,,,,water_temp+spec_cond,water_temp,False,False,
148,USGS:433527092265504,USGS:433527092265601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-4    North Drained Site Transect 1,NSAD      North Site Agri Drain,well,groundwater,True,complementary,27.68,27.68,27.68,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
149,USGS:444630095002205,USGS:444630095002206,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,OT-60     Olivia Field Site             0000773083,OT-105    Olivia Field Site             0000773082,well,well,False,complementary,28.41,28.41,28.41,False,4123638,4123638,True,,,,,water_temp,water_temp,False,False,
150,USGS:433527092265502,USGS:433527092265701,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-2    North Drained Site Transect 1,NPR-4     North Drained Site Perimeter,well,well,False,complementary,29.49,29.49,29.49,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
151,USGS:433527092265503,USGS:433527092265701,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-3    North Drained Site Transect 1,NPR-4     North Drained Site Perimeter,well,well,False,complementary,29.78,29.78,29.78,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
152,USGS:0546494140,USGS:0546494150,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"WB Wapsinonoc Cr abv Baker Ave at West Branch, IA","Unnamed Trb to WB Wapsinonoc Cr at West Branch, IA",stream,stream,False,complementary,30.0,29.93,30.07,False,17556229,17556227,False,,,,,gage_height,gage_height,True,True,
153,USGS:433527092265501,USGS:433527092265701,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-1    North Drained Site Transect 1,NPR-4     North Drained Site Perimeter,well,well,False,complementary,30.27,30.27,30.27,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
154,USGS:450542093105506,USGS:450543093105301,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS2-MW4   TCAAP Site K,OW111U1R  TCAAP Site 01U611R           0000773089,well,well,False,complementary,30.99,30.99,30.99,False,937010716,937010716,True,,,,,water_temp+spec_cond,water_temp,False,False,
155,USGS:433527092265504,USGS:433527092265701,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-4    North Drained Site Transect 1,NPR-4     North Drained Site Perimeter,well,well,False,complementary,31.21,31.21,31.21,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
156,USGS:450542093105508,USGS:450543093105306,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS2-MW8   TCAAP Site K,GS1-MW4   TCAAP Site K,well,well,False,complementary,32.28,32.28,32.28,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
157,USGS:433245092254905,USGS:433246092255001,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUTR1-5   South Undrained Site Transect1,SUPR-2    South Undrained Site Perimeter,well,well,False,complementary,32.42,32.42,32.42,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
158,MPCA:41043001,USGS:05374900,merge,isaac,,prox100-v1,"Zumbro River at Kellogg, US61","ZUMBRO RIVER AT KELLOGG, MN",stream,stream,False,complementary,32.77,32.71,32.84,False,2442556,2442556,True,,,,,nitrate+discharge+gage_height+water_temp+turbidity_unknown,turbidity_fnu,True,True,
159,USGS:433527092265505,USGS:433527092265701,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-5    North Drained Site Transect 1,NPR-4     North Drained Site Perimeter,well,well,False,complementary,33.02,33.02,33.02,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
160,USGS:433527092265505,USGS:433527092265601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-5    North Drained Site Transect 1,NSAD      North Site Agri Drain,well,groundwater,True,complementary,33.09,33.09,33.09,False,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
161,IWQIS:WQS0044,USGS:06809900,merge,isaac,,prox100-v1,East Nishnabotna River at Riverton (44ENRR),"East Nishnabotna River at Riverton, IA",stream,stream,False,complementary,33.51,26.61,40.43,False,19167379,19167379,True,,,,,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,discharge,True,True,
162,USGS:433245092254904,USGS:433246092255001,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUTR1-4   South Undrained Site Transect 1,SUPR-2    South Undrained Site Perimeter,well,well,False,complementary,33.76,33.76,33.76,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
163,USGS:433246092254801,USGS:433246092255001,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUPR-1    South Undrained Site Perimeter,SUPR-2    South Undrained Site Perimeter,well,well,False,complementary,34.43,34.43,34.43,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
164,USGS:433244092255002,USGS:433245092254905,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUPR-4    South Undrained Site Perimeter,SUTR1-5   South Undrained Site Transect1,well,well,False,complementary,35.55,35.55,35.55,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
165,USGS:412354086421001,USGS:412354086421005,distinct,isaac,,prox100-v1,"KANKAKEE WELL FIELD SH-1 NEAR HANNA, IN","KANKAKEE WELL FIELD SH-3 NEAR HANNA, IN",well,well,False,complementary,35.88,35.88,35.88,False,13433691,13433691,True,,,,,water_temp+spec_cond+diss_oxy+ph,nitrate+gw_level,True,True,
166,USGS:412354086421001,USGS:412354086421006,distinct,isaac,,prox100-v1,"KANKAKEE WELL FIELD SH-1 NEAR HANNA, IN","KANKAKEE WELL FIELD WT-3 NEAR HANNA, IN",well,well,False,complementary,35.88,35.88,35.88,False,13433691,13433691,True,,,,,water_temp+spec_cond+diss_oxy+ph,nitrate+gw_level,True,True,
167,USGS:412354086421002,USGS:412354086421005,distinct,isaac,,prox100-v1,"KANKAKEE WELL FIELD DP-1 NEAR HANNA, IN","KANKAKEE WELL FIELD SH-3 NEAR HANNA, IN",well,well,False,complementary,35.88,35.88,35.88,False,13433691,13433691,True,,,,,water_temp+spec_cond+diss_oxy,nitrate+gw_level,True,True,
168,USGS:412354086421002,USGS:412354086421006,merge,isaac,,prox100-v1,"KANKAKEE WELL FIELD DP-1 NEAR HANNA, IN","KANKAKEE WELL FIELD WT-3 NEAR HANNA, IN",well,well,False,complementary,35.88,35.88,35.88,False,13433691,13433691,True,,,,,water_temp+spec_cond+diss_oxy,nitrate+gw_level,True,True,
169,USGS:450542093105508,USGS:450543093105301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS2-MW8   TCAAP Site K,OW111U1R  TCAAP Site 01U611R           0000773089,well,well,False,complementary,36.04,36.04,36.04,False,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
170,USGS:473426095052305,USGS:473426095052401,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,533E      Bemidji Toxics Research Site,9015      Bemidji Toxics Research Site,well,well,False,complementary,36.38,36.38,36.38,False,22324201,22324201,True,,,,,water_temp+spec_cond,water_temp,True,True,
171,USGS:433244092255002,USGS:433245092254904,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SUPR-4    South Undrained Site Perimeter,SUTR1-4   South Undrained Site Transect 1,well,well,False,complementary,37.24,37.24,37.24,False,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
